Random_ID,Problem_Statement,Resolution_Statement,
1C688604-7405-4853-8FED-00E8D512AD43,"On site, it was discovered the power unit AUX pump could not work. other parts were OK.                                                 ","After changing it, the machine turned to work properly                                                                                  ",HP
8703D52E-CA8F-4A03-A254-00E9079E2A1B,Unit had a coolant leak. Found tank mounting broken.                                                                                    ,"Replaced the tank, then filled to pressure test and topped off with coolant.                                                            ",MZ
C7D8A445-3E67-4CCD-BBB6-00E9348ABF9A,Hyd pump on unit blew input shaft seal pushing oil up electric motor.                                                                   ,"R&R lift pump assy, added fluid, and washed fluid off unit.                                                                             ",HP
1B88CCA2-2E3D-448F-A5E1-00E9C92727C7,PILOT JOYSTICK CONTROLLER ASSEMBLY LEAKING AT THE POPPETS                                                                               ,REMOVE AND REPLACE FAILED JOYSTICK ASSEMBLY                                                                                             ,EJE
E182FB4D-BC72-4BCD-927C-00EA004B69B0,SB 170015,SB 170015,ZZZ
BE21AF7A-1CF6-4966-AACE-00EB940011FA,Beacon doesn't work. Faulty beacon.,Replaced Beacon. Tested okay.,EZZ
DE24411D-4F92-4C73-B965-00EBCBA2F94F,UNIT HAS A FAILED GEAR PUMP,ORDERED AND REPLACED THE GEAR PUMP,HP
DEEACA5B-48DE-40DE-BE64-00EC3D015623,the charger has fault and cannot charge   the light of charger is not bright                                                            ,replace a new  charger                                                                                                                  ,noc
B32AD5A2-D645-4B1B-88D6-00ED7608806E,"Malfunctioning. ROTATOR,JIB,180 DEG,15K                                                                                                 ",Replaced                                                                                                                                ,HSP
C392B2DC-58A6-4D92-82D2-00EDADDC7769,broken rim. split apart at the weld. could not reuse tire                                                                               ,replace tire and wheel. tested. unit working properly. return to service                                                                ,MZ
9D43F92E-717F-48A7-9037-00EE4E947868,Inspected unit with complaint of not running on propane. Found fault code 69= low rpms. GENIE said to trouble shoot regulator and wiring harness. Found both good. GENIE said that ECM needed update. Found alternator was not charging.,Removed alternator and took for inspection. Found alternator had hard wire stuck in it holding brushes away from normal position causing alternator not to charge. Installed alternator back in unit and tested. Operates properly.,GWW
E001A002-D96F-4249-B89B-00EE87FE9472,"UNIT NOT CHARGING. BATTERIES PAST ALL TESTS, CHARGER POWERS UP NOT   PUTTING OUT VOLTAGE -",RPL CHARGER,EC
CDE2F1E2-2BEB-46AA-BCED-00F00D215574,The tire is separate from wheel.                                                                                                        ,Replace a new wheel.(This part is local purchasing)                                                                                     ,MT
BF445FD6-FE7D-482A-ACCF-00F01AF0EEEB,defective battery charger                                                                                                               ,remove and replace charger                                                                                                              ,EC
39C9C7C9-5CB4-4D8D-B20B-00F0FF1351A5,NO HYDRO PRESSURE            FAULTY HYDRO POWER UNIT                                                                                    ,REPLACED HYDRO POWER UNIT                                                                                                               ,ZZD
DBF689E0-C40E-4289-A43F-00F13ACC9F29,BOTTOM WEAR PADS AND SHIMS MISSING      GONE FROM PRIMARY BOOM,REPLACED WEAR PADS AND SHIMS AS NEEDED,MZW
E5AFD6C7-815B-4DE7-82D3-00F16637B37B,SERV CALL TO PILLAR OILFIELD 7/9/13. WARR TO REPLACE FUNCTION PUMP. CONTROLS SLOW FROM BOTH PLATFORM/GROUND.LOW RPM ALMOST NON EXISTANT ,CONTROLS. CHECKED PRESSURE FOUND LOW RPM.ONLY REACHING 800PSI       ON HIGH RPM ONLY REACHING 1900 PSI FOR ALL CONTROLS.NEEDS NEW PUMP. ,HP
5D9624AD-B66C-460C-9F83-00F1836198F0,CALL FOR THE UNIT NOT STARTING. FOUND DEAD BATTERIES,REPLACED THE BATTERIES,ZZD
625A10D7-96B7-4E44-8E52-00F23672DBE2,"CALL FOR THE UNTI DOWN, OVERHEATING AND LEAKING. FOUND THE FAN BROKE AND DAMAGED THE RADIATOR                                           ",REPLACED THE RADIATOR ASSEMBLY THAT INCLUDED A FAN. FILLED W/COOLANT AND TESTED. ALL CHECKS GOOD                                        ,PDZ
A43E2452-C8BB-4CD4-B265-00F297728DE3,Starting switch would not click over to allow the circut to complete to start machine.,Replaced with new starting switch,ES
BB6FEC7F-C9CC-4A10-A1A6-00F2AE271A7B,UNIT WILL NOT MOVE. NO LIFT FUNCTIONS. CODE C023.                                                                                       ,CONTACTED FACTORY. CODE MEANS NO COMMUNICATION BETWEEN UNIT AND CONTROLLER. CONTACTED FACTORY NEEDED SOFTWARE UPDATE. UPDATED SOFTWARE. ,EZZ
D078125E-25F7-40AF-9751-00F31A8DF1B8,CALL FOR UNIT LEAKING OIL               ACCUMULATOR PRESSURE SWITCH HAS FAILED  PUMP HAS FAILED AND LEAKING AROUND SEAL                 ,REPLACED PUMP AND SWITCH                                                                                                                ,HP
41AA3082-CAB7-46FE-A490-00F57F0E6201,SERVICE CALL FOR HYD LEAK.                                                                                                              ,HAD TO REPLACE FAILED HOSE THAT RAN FROM VALVE BLOCK. CLEANED UP UNIT                                                                   ,HH
F550F624-8AE2-4D59-ACD3-00F6BA92F06D,Customer called and stated machine was leaking hyd fluid.,Replaced blown o-ring on rotator.,HO
C0A0695D-FEC4-4CB0-B48F-00F85527D51B,GATE CAME OPEN WHILE MAN BASKET WAS IN THE AIR. FOUND PREMATURE HINGE WARE AT MAN BASKET GATE & GATE WON'T LOCK.,REMOVED GATE AND HINGE ASSEMBLY AND REPLACED. RAN UNIT & TESTED REPAIR.,GWW
DEC758AD-AE0C-4E96-8CB1-00F92B27F277,"FRONT WHEEL COMING APART                                            RUBBER IS SEPERATING FROM RIM,POSS. GLUE FAILURE                    ",REPLACED TIRE ASSY                                                  APPROVED BY JEFF DUNN                                               ,GW
B42177AE-E64E-4700-888F-00F943DAC937,flex pip between muffler and tail pipe missing                                                                                          ,replaced with new                                                                                                                       ,PDM
F106C77C-2AFA-40F5-B79C-00F96943B4DA,Issues with boom up/extend.                                                                                                             ,"Replaced the controller. Sorry for the late filing of this claim, I just received this completed work order from the branch on 2/25/15. ",EJ
2210A8AE-2DFB-40F2-B29A-00FB8A34AD92,"ALL FUNCTIONS INOP               FAILED CONTACTOR,DRIVE,24V,180",REPLACED CONTACTOR,ER
CD6BDDB3-BAA0-4C15-A382-00FC8EE2FE85,"UNIT HAS A LEAK COMING FROM THE VALVE BODY, CHECKED AND             FOUND BAD ORINGS.                                                   ",REPLACED ORINGS AND RESEALED SYSTEM.                                                                                                    ,HO
A932854B-0831-482E-9837-00FC91867158,WELD CRACKED ON BOOM SPOKE TO LUKE WEBBER AND MIKE KEHLER FROM GENIEFOR AUTH AND CORRECT GUIDLINES FOR WELDING REQUIREMENTS             ,REPAIR WELD AS REQUIRED RUN UNIT TEST ALL FUNCTIONS ALL OK                                                                              ,MZ
BA7CB7FE-AD06-4D1C-AF57-00FCF457526F,part 2 addition to claim  564239                                    leak in boom                                                        ,"REPLACED ALL DAMAGED HOSES, EXTEND CYLINDER &                       DAMAGED HARDWARE TEST UNIT TESTED GOOD                              ",HZZ
216804B4-D915-45C6-ABA6-00FD020F013B,Not charging.Charger has no output power to batteries.                                                                                  ,Removed and replaced charger and tested charging system.                                                                                ,EC
F63E56D6-44D1-491C-AD9C-00FD4388BA1D,leaking hydraulic fluid                                             blown oring seal on function manifold                               ,replaced oring seal on valve                                                                                                            ,HO
B5080DC1-DB92-4BF1-8651-00FD686EBE5E,CALL FOR THE UNIT LEAKING= FOUND A BLOWN ORING ON THE MANIFOLD,REPLACED THE ORING,ZZD
61A2DCE7-224B-4EB7-8E29-00FD6E7BC63F,claim#545077 replaced 2 PCON's and i only filed for my! totally my  mistake.   please consider this claim for the other. thanks. let me ,know if you have any questions.will only go up 8 ft.code F0005      emailed more info on other claim #.                                 ,ZZD
3E62952E-C0B6-47BC-8E98-01008CFF51A1,No functions from lower computer                                    computer is completely dead                                         ,replaced GCON per Jim Rocko and tested fine                                                                                             ,EJE
7AEA8F35-3B7D-4101-8CEB-0100B0EBA203,CALL FOR THE UNIT WONT START                   IGNITION SWITCH MALFUNCTING,REPLACED IGNITION SWITCH,ES
629E8F8B-746A-4CA1-A802-01011DB278A3,hyd leak. found blown oring on steering                                                                                                 ,replaced oring                                                                                                                          ,HO
95712B4D-C79A-4B23-8EA9-010137D996E8,won't drive in high. limit switch defective. wear pad missing. loose bolts on wear pads                                                 ,replaced limit switch and missing wear pad. loctited all other wear pad bolts                                                           ,ES
A854FDC3-33ED-4E38-BA71-01013ADE29F7,Completed 170006,Completed 170006,ZZZ
5C4FA585-777C-488D-8E6C-01018713A71C,COMPLAINT:  CHECK PLATFORM KNUCKLE LEAKING.                         CAUSE:  ROTATOR LEAKING INTERNALLY.                                 ,CORRECTION:  REPLACED ROTATOR PLATFORM JIB. TESTED O.K..                                                                                ,HSP
B37A4BC2-FFD0-4C89-8A5D-01020BEA35C8,SERVICE CALL TO THE FIELD FOR HYD LEAK. FOUND BLOWN O-RING ON VALVE BLOCK.,REMOVED AND REPLACED THE O-RING.,HO
136367F3-9D36-4E74-806F-010234C93573,02 fault due to bad ECM                                             Driving fuction stop from time to time due to bad joystick          ,Replaced the ECU and joystick                                                                                                           ,EC
EFF0721D-A9CD-4800-A2A6-0102714C6A96,"Customer called,unit had hyd leak on outrigger control valve.                                                                           ",Replaced o-ring and tested.                                                                                                             ,HO
F9BA09E2-106D-45BF-B8E3-01029902B72B,"CALL FOR THE UNIT LEAKING. FOUND 90 DEGREE ELBO FITTING LEAKING, PART # 39873                                                           ","REPLACED WITH VAN STOCK FITTING TO MAKE AN ONSITE, SAME DAY REPAIR                                                                      ",ZZD
BBAF8E66-A2B2-487C-B8C9-01029C31CADF,"Tear  DECAL,LABEL,WHEEL LOAD 1930                                                                                                       ",Replaced                                                                                                                                ,AD
56FA317F-24B8-4F6A-B441-0103088D1A94,"PLATFORM ROTATE INOPERATIVE, ROTATES AND STOPS IN FULL TRAVEL TO LEFT WILL NOT ROTATE RIGHT UNTIL ASSISTED MANUALLY./FAULTY ROTATOR ON PLATFORM.",REPLACED PLATFORM ROTATOR,HSP
AD941FB1-9E2E-4F5A-AE57-010436C7C50B,IGNITION KEY HARD TO OPERERATE T/S SWITCH AND FOUND SWITCH TO HAVE INTERNAL FAULT.                                                      ,REMOVE AND REPLACE SWITCH RUN UNIT TEST ALL FUNCTIONS ALL OK                                                                            ,noc
45375D1C-3FF9-47BE-A68B-0104E4295454,no functions                                                        found code c021 pcon not detected                                   ,repaired connection inside upper control box                                                                                            ,ZZZ
95180273-F049-4C6D-AB3F-010556145E5D,LOWER BOOM PADS ON SMALL MIDDLE BOOM WORN FAR ENOUGH TO HAVE NUTS IN WEAR PAD RUBBING INNER BOOM. LOWER BOOM PADS ON 3RD STAGE.         ,REPLACE LOWER BOOM PADS ON THIRD STAGE                                                                                                  ,MZW
28F12A69-0EEA-4934-8315-01063A0B1C4C,NO LOW SPEED ON MACHINEDIM LIGHT BULB                                                                                                   ,CHANGE OUT VALVE SOLENOID AND LIGHT BULB                                                                                                ,HV
2460A41A-851A-455D-B8BC-010780D985D0,UNIT IS LEAKING HYDRAULIC FLUID                                     FOUND BLOWN O-RING ON RELIEF VALVE                                  ,REPLACED BLOWN O-RING & CLEANED UP OIL                                                                                                  ,HO
6A978EC5-5E95-4ADB-97F4-010820BCC7C2,CALL FOR A COOLINT LEAK SIGHT GLASS LEAKING                                                                                             ,could not replace just the sight glass  had to replace entire tank                                                                      ,PDZ
E103D439-70E5-497F-ACB0-010933867CC7,Hydraulic leak. Faulty breather cap.,"Need to order a new one, went and picked up a new part. Installed, cleaned and cycled. All okay.",HO
11A29F0A-7E51-426C-98A7-010AA6886CAA,Extreme rainfall conditions in the area where the equipment is located. The water enters through the lid to the main panel and produces a short circuit in the electrical system.,"We evaluate the problems, replace the affected components, install an adhesive tape to seal the lid and do not enter the water. We performed tests in the workshop and the equipment became operational.",EF
73395A66-2446-4689-8CE8-010B994F7818,MACHINE WILL NOT START                  IGNITION SWITCH FAILED/DRAINED BATTERY,REPLACED IGNITION SWITCH,ES
7B5312CF-C2A4-4AA6-84C0-010C91CF0478,back up alarm not working                                                                                                               ,installed new back up alarm                                         used part from our service truck                                    ,EZZ
BD7FD549-3252-4D18-9D81-010E28A46F99,"no start,                                                           starter defect                                                      ",starter replaced                                                                                                                        ,ZZD
2F77229C-747C-47B7-A011-010E5B530B02,"Clamps were broken due to much engine vibration for 4 units.        The serial number were S12512D-360, 358, 359                        ",We imported the clamp from CZ due to it's different with USA        The invoice # from CZ was PSEFP000219. We sent parts to customer.   ,MZZ
D5AA167B-67DD-4A81-A3F7-010EE611E813,blown drive motor seal                                              broken pistons inside of drive motor                                ,removed & replaced drive motor                                                                                                          ,ZZD
23568CD6-75B2-46C8-B99F-010F6DC11F59,t/s found the boom extend hose was leaking at fitting on valve      manifold part # 48963.                                              ,Remove and replace the seal on the fitting. Check for leaks         non found. unit working properly. returned to service               ,HH
1DDF7357-7011-4F23-BDBE-011022C80BB2,hyd. leak. broken wear pad on 3rd boom section lower right bottom   failed oring at function manifold in bottom center of unit.         ,"replace necessary hoses, drain fluid to access valve. installed     wear pad                                                            ",HV
9373EA22-AE82-42B1-ABD0-0110704C0CEF,"On site, it was discovered the switch, press could not work had to be exchanged . other parts were OK.                                  ","After changing it, the machine turned to work properly                                                                                  ",ES
575086DD-BA55-45E5-B4C0-0112122771AA,GENERATOR DOES NOT COME ON                                          CONTROL BOX FOR GENERATOR IS BAD. DOES NOT SENSE A LOAD             ,ORDER UP AND REPLACE CONTROL BOX.                                                                                                       ,EJE
EAAB99FB-1A4E-41A2-8EFA-0112595E5759,Boom lift will not start                                                                                                                ,"travelled to Dalton, GA from Chattanooga, TN. Troubleshot.          Found starter not engaging. R&R starter.                            ",PGS
587ED16B-FE09-4EC6-9060-0112937C33A9,COMPLAINT: -PUMP COUPLER WORKED ITS WAY OFF AND TOOK OUT THE FLANGE.                                                      CAUSE: -WRONG COUPLER INSTALLED FROM FACTORY.,CORRECTION: -REMOVE AND REPLACE PUMP COUPLER AND FLANGE. -TESTED O.K.,GWW
C3FF2818-1B17-42F1-ACFE-0112BC2C8F85,"AIR FILTER CAP HOUSING WILL NOT STAY IN PLACE                       REMOVE OLD HOUSING END , REPLACE                                    ",WITH NEW ONE. HAVE PICTURES IF NEEDED.                                                                                                  ,noc
3D5CBF4A-3F33-4E0C-A8A5-0112C7E17E29,"hydro-cylinder leak oil, by checking ,the hydro-cylinder has fault                                                                      ",replace this hydro-cylinder                                                                                                             ,HC
15F2D0EB-4C7D-45A8-BA01-0112E36F3A61,Needs new winch for lift. Cable smashed because of broken winch.Teeth on gear are all worn out. Strands of cable are broken.            ,Replaced winch and cable.                                                                                                               ,MZ
271D3FCF-2B86-493A-B1BD-0113096D60F2,UNIT HAS NO FUNCTIONS  LOCATED UNIT AT JOBSITE  TROUBLESHOOT TO FIND DEFECTIVE WIRING TO JOYSTICK,REPAIRED WIRING TO JOYSTICK  TESTED UNIT FUNCTIONS/GOOD,EWZ
99B13D3C-69C3-4277-A246-011398A31A76,The machine lost functions.                                                                                                             ,Replace the GCON                                                                                                                        ,GWW
0865EED5-3D25-47D5-906B-0113AD03C2B5,OIL LEAK FROM BASE OF UNIT                                                                                                              ," blown o-ring , replace blown o-ring on flow regulator valve part                                                                       ",HO
BECBB34A-7F20-4757-A6F0-0113EDA20965,DURING SAFETY INSPECTION FOUND RTB DASH CLUSTER NOT WORKING PROPERLY AND FUEL SENDING UNIT NOT READING FUEL AMOUNT                      ,REMOVED AND REPLACED THE INSTRUMENT PANEL AND LEVEL INDICATOR                                                                           ,noc
D06D201E-E06E-4BE6-BF46-0114474FC581,Wheel malfunction (Gary approved)                                                                                                       ,Change the wheels and solved the problem                                                                                                ,GWW
76184DAD-C5BC-4889-9D52-01148AF496ED,PCON ERROR READING LOWER DISPLAY. TRIED ANOTHER GROUND BOX WITH NO  NO DIFFERENCE                                                       ,ORDERED IN NEW UNIT AND CORRECTED THE PROBLEM                                                                                           ,ZZD
D756B568-3D41-4C83-86C8-0114DE27B33E,CALL FOR THE UNIT LEAKING. FOUND THE HYD TANKLEAKING FROM SEAM,REPLACED THE TANK,HR
D34A2E07-F8A6-4E32-844C-0115A2603A5A,Hydraulic leak coming from back side of tank.                       Found bad weld on tank fitting                                      ,"Drained tank and replaced. Checked welds and fittings, no leaks                                                                         ",noc
848385AA-E0E1-4FC7-8966-011634CA64D9,BASKET HAS CRACKS ON WELDS,REMOVE OLD BASKET. TRANSFER CONTROL BOX AND FOOT  SWITCH TO NEW BASKET. INSTALL NEW MAN BASKET. TEST OPERATE  UNIT. UNIT RUNS FINE  --  NOTE: 3 HOURS OF LABOR AND PART APPROVED BY GREG SHERMAN,ZZZ
15DFE04E-7869-4F28-8188-011655563DFC,Cracked in upright railing. Welds are broken on basket.,Replaced platform.,MZ
341941E1-BF7B-4805-9D3D-011A2340D9C2,SEAT BELT NOT RETRACTING.,"REPLACED SEAT BELT. RETURNED MACHINE TO SERVICE. THIS SAME PART WAS REPLACED BACK ON 1/23/17, REFER INVOICE #5000683891.",MZ
64BAFFD2-AC84-4FC7-9357-011A56ED9084,The machine lost functions                                                                                                              ,Replace the GCON                                                                                                                        ,GWW
D6780705-3295-45A7-B784-011BAA5E062F,Exhaust outlet pipe is broken at the flex joint. Pipe not supported properly from factory                                               ,Installed pipe and update kit.                                                                                                          ,GWS
5CF90D8E-58BD-44C4-9FD6-011CB63EEF69,UNIT HAD MULTIPLE ENGINE CODES.  KRAFT POWER DIAGNOSED PROBLEM WITH HARNESS.                                                            ,KRAFT POWER REPLACED THE HARNESS.  UNIT OK NOW.                                                                                         ,HZZ
A82A9A50-83AC-4020-95CB-011DCD60FD49,STEER VALVE IS GETTING STUCK                                        HYDRAULIC PUMP HOUSING IS LEAKING                                   ,REPLACE STEER VALVE AND HYDRAULIC PUMP                                                                                                  ,HP
BF9E0A39-C164-4140-9996-011E60EABDFE,BATTERY CHARGER DOES NOT TURN ON                                                                                                        ,REPLACED BATTERY CHARGER                                                                                                                ,EC
B872E339-1E13-40CE-95F6-011F9472BD9E,"CUSTOMER CALLED-STATED UNIT BEEPS CONSTANTLY. DISPATCHED MECH.CHECK UNIT, FOUND CONTACT BLOCK FELL OFF E-STOP BUTTON@ UPPER CONTROL BOX ","DISASSEMBLED BOX AND REASSEMBLED E-STOP. RE-ASSEMBLED BOX, RAN AND TESTED - ALL OK.                                                     ",EZZ
9BA7929A-574D-47AE-90D2-01209A162B51,GCON WOULD NOT KEEP THE MODEL NUMBER AS A GS1930. WHEN SHUT OFF THE MACHINE WOULD SET FOR ANOTHER MODEL                                 ,"REPLACED GCON,CHECKED WITH SMARTLINK FOR UPDATED SOFTWARE, TESTED GOOD                                                                  ",ZZD
C6F88667-3DEA-4F54-8164-0122E0673394,The charger could not charge the battery due to internal damage                                                                         ,Replaced the charger                                                                                                                    ,EC
7C7517A9-9CFE-4984-93EB-012352FDC0E0,Gary Eglin  APPROVED UPGRADE GCON                                                                                                       ,Gary Eglin                                                                                                                              ,EJE
83AB532E-37B3-49DF-AB58-01241C5B091C,Chains and rollers worn due to lack of lubrications/poor design. Sheaves siezed and destroyed chains. Ok per Jeff Dunn to file.         ,"Replaced worn chains, sheaves and related components. Ran and checked machine. Returned to service.                                     ",GWS
F76F7070-01B0-42EB-A591-012544D7ABEE,HORN NOT WORKING. T/S AND FOUND POWER TO MEMBRANE BUT SWITCH HAS NOT OUTPUT TO HORN.,"REPLACED MEMBRANE. HORN WORKS FINE NOW. RETURNED MACHINE TO SERVICE. THIS SAME PART WAS REPLACED ON 3/17/16, REFER INVOICE #5120844",ES
A7C82ECE-5BC1-4B18-A011-0125CA46717A,unit is smoking and losing power.  found pump motor burnt up                                                                            ,replaced pump motor                                                                                                                     ,ZZD
E53F998D-B028-4CFB-AA3D-01271CB2D454,lift would not drive properly. T/S found faulty brake press switch                                                                      ,ordered new & replaced brake switch. tested                         unit working properly. returned to service                          ,ES
400BE222-25AB-4276-8482-0127D9AFF45B,BASKET BENT-FOUND BASKET MOUNT HAD BAD EAR AND WAS NOT MOUNTED FLUSH REMOVE BASKET AND MOUNT PUT STRAIGHT EDGE ON TOP & BOTTOM EAR      ,FOUND TOP EAR WAS NOT LEVEL REPLACE MOUNT AND REINSTALL  BASKET AND HYL LINES. REPLACED PLATFORM.                                       ,MZ
93691177-0517-49FC-A8AE-012862C73687,Fuel only sucks from one tank                                                                                                           ,unit needed updated fuel tank retrofit kit # 822836                                                                                     ,ZZD
D96508BA-0802-4368-A9EF-0128859764D5,UNIT WILL NOT START. DIAGNOSED ISSUE WITH GENIE TECH SERVICES.      FOUND BAD FOOT SWITCH.                                              ,REMOVED AND REPLACED FOOT SWITCH PER GENIE.                                                                                             ,ES
3793B041-27A3-4E07-BE95-01295CF0254F,Batteries are no longer working.  c/o Mr. Gary Eglin,Replace (4pcs.) batteries. c/o Mr. Gary Eglin,GWW
9047BE8F-A1F3-4F0B-B7F9-0129B759B8B4,UNIT HAD A FAULTY KEYSWITCH                                                                                                             ,REPLACED-TESTED ALL CHECKS GOOD                                                                                                         ,ES
603DBFEC-9B59-47A3-9625-0129F8303FDF,"S/C FOUND ENG CODE 523009, CONTACTED SUPPORT THEY CONTACTED STEWART & STEVENS. FOUND IT TO BE A FUEL PRESSURE RELIEF VALVE PROPERL.","ONCE PROBLEM WAS REALIZED TO BE THE ENGINE, TECH QUIT WORKING ON IT. ONCE IT RETURNED FROM STEWART & STEVENSON, TEST DROVE UNIT, ALL GOOD RELEASED.",GWW
34880E20-A226-4887-8FAB-012AA8E43F09,ALARM HAS AN INTERNAL SHORT,REPLACED THE ALARM,EZZ
F8F4D434-90C3-4207-B5F0-012AA9B1D9ED,BOOM CYLINDER LOWER WELD FOR HYDRAULIC TUBE CRACKED.FAULTY LIFT CYLINDER.                                                               ,REPLACED LIFT CYLINDER AND TOPPED OFF HYDRAULIC OIL. CHECKED OPERATION AND WORKS FINE AT THIS TIME.                                     ,HC
10126DEF-5AD2-4E67-8FF1-012B05DE4BB1,Damaged & faulty air bracket cleaner and key switch not working,Rectified by installing new air bracket cleaner and new key switch,ZZZ
5087BA8F-7148-4F91-92EC-012B74D52EEE,BROKEN EXHAUST                                                      REMOVED BROKEN EXHAUST AND MOUNTING BRACKET                         ,INSTALLED UPDATED EXHAUST MOUNT FLEXTUBE AND TAILPIPE               TESTED. UNIT WORKING PROPERLY. RETURNED TO SERVICE                  ,MZ
63A809CB-B3D7-48B2-B933-012D96B92600,CALLED TO THE JOBSITE FOR THE UNIT NOT RUNNING RIGHT. THE AIR INTAKE MANIFOLD HAD A CRACK,ORDERED AND REPLACED THE MANIFOLD,HV
2852EAC5-849B-4E9F-B4A0-012D9B2E352E,"unit was not charging, found a faulty charger- ordered and replaced-charger came on but would not charge                                ",ordered another type charger and installed                                                                                              ,EC
CAA33171-8AF9-4716-9495-012F8B6A27D3,FUNCTIONS ON UNIT INOP.                                                                                                                 ,R&R CONTROLLER MOTOR AND TESTED.                                                                                                        ,EJE
