raw_id,raw_name,raw_desc,resolved_exists,resolved_id,canonical_id,resolved_action,_cluster_id,notes
En_dea4fd2c,metallography,"Examination of metal structure, sometimes used on in-place replicas or tube samples.",True,En_dea4fd2c,,kept,92,
En_28dbbdf1,Shell and Tube Heat Exchangers,Equipment used in refineries for heat exchange processes.,True,En_28dbbdf1,,kept,100,
En_096f6d95,metallic component,Any metal-based part that can experience thermal fatigue due to constrained movement or expansion.,True,En_096f6d95,,kept_noise_global,-1,
En_21a242c7,cracking,Form of damage suspected when temperature swings exceed about 200°F (93°C) in thermal fatigue.,True,En_21a242c7,,kept,234,
En_4f7c74af,thermal gradient,"Rapid changes in surface temperature causing a gradient through thickness or length, promoting damage.",True,En_4f7c74af,,kept_noise_global,-1,
En_bf83b8aa,coke drum shells,Shells of coke drums that are susceptible to thermal fatigue cracking.,True,En_bf83b8aa,,kept,8,
En_2bef97fa,coke drum skirts,Skirts of coke drums where thermal fatigue can occur due to temperature variations.,True,En_2bef97fa,,kept,8,
En_542e5f61,superheater,A component in steam generating equipment where thermal fatigue can occur at rigid attachments.,True,En_542e5f61,,kept,90,
En_25978dc1,reheater,A component in steam generating equipment prone to thermal fatigue at rigid attachments.,True,En_25978dc1,,kept,90,
En_8f08b0c5,mix points of hot and cold streams,"Locations where hot and cold streams mix, such as in de-superheating equipment, susceptible to thermal fatigue.",True,En_8f08b0c5,,kept_noise_global,-1,
En_8f44c250,de-superheating equipment,"Equipment where condensate contacts steam systems, prone to thermal fatigue.",True,En_8f44c250,,kept_noise_global,-1,
En_408ffd9a,steam actuated soot blowers,"Equipment that uses steam to clean soot from boiler tubes, potentially causing thermal fatigue if condensate is present.",True,En_408ffd9a,,kept_noise_global,-1,
En_d5a9b2f9,water lancing,"A cleaning process using high-pressure water jets on waterwall tubes, which may cause rapid cooling and thermal fatigue.",True,En_d5a9b2f9,,kept,67,
En_62babe44,water cannon,"A device used to direct high-pressure water jets, potentially causing thermal fatigue in waterwall tubes.",True,En_62babe44,,kept,67,
En_2765ea93,thermal fatigue cracks,"Cracks that initiate on the surface of components due to thermal fatigue, often wide and filled with oxides.",True,En_2765ea93,,kept_noise_global,-1,
En_7fc72ef4,waterwall tubes,Tubes in a boiler's waterwall that can be affected by thermal fatigue due to rapid cooling from water lancing.,True,En_7fc72ef4,,kept,67,
En_7db31017,oxide filled,Cracks often filled with oxides due to exposure to elevated temperatures.,True,En_7db31017,,kept,15,
En_5bacecc3,transgranular,Crack propagation mode where cracks pass through grains rather than along grain boundaries.,True,En_5bacecc3,,kept,118,
En_68af24e8,dagger-shaped,"Describes the shape of thermal fatigue cracks, typically narrow and pointed.",True,En_68af24e8,,kept_noise_global,-1,
En_69d1cda6,axial or circumferential cracking,Cracks that may occur along the axis or circumference of a component.,True,En_69d1cda6,,kept,224,
En_43a0f01b,toe of the fillet weld,Location in steam generating equipment where cracks follow due to stress raisers.,True,En_43a0f01b,,kept,112,
En_ef3fa0c5,axial cracking,"Cracking that occurs along the axis of a component, often due to thermal fatigue.",True,En_ef3fa0c5,,kept,224,
En_ec8cb8ca,circumferential cracking,"Cracking that occurs around the circumference of a component, often due to thermal fatigue.",True,En_ec8cb8ca,,kept,224,
En_a52f4a31,fillet weld,A type of weld used to join two surfaces at an approximate right angle to each other.,True,En_a52f4a31,,kept,112,
En_24de3124,attachment lug,"A projection on a component used for attachment, where cracks often start.",True,En_24de3124,,kept_noise_global,-1,
En_427b02fc,bending moment,"A moment that causes bending of a component, potentially leading to circumferential cracks.",True,En_427b02fc,,kept_noise_global,-1,
En_eb7dab3c,crazing pattern,"A network of fine cracks on the surface, often caused by water in soot blowers.",True,En_eb7dab3c,,kept_noise_global,-1,
En_6790513c,design and operation,Approaches to prevent thermal fatigue by minimizing thermal stresses and cycling.,True,En_6790513c,,kept,41,
En_f9fa47d1,thermal stresses,"Stresses induced in materials due to temperature changes, contributing to thermal fatigue.",True,En_f9fa47d1,,kept_noise_global,-1,
En_7cf440ea,Steam - Its Generation and Use,"A reference book on steam generation and usage, 40th Edition by Babcock & Wilcox, published in 1992.",True,En_7cf440ea,,kept_noise_global,-1,
En_a2235e15,Babcock & Wilcox,"The publisher of the book 'Steam - Its Generation and Use', 40th Edition.",True,En_a2235e15,,kept_noise_global,-1,
En_eca0cd01,Combustion Engineering,"The publisher of the book 'Combustion Fossil Power Systems', Third Edition.",True,En_eca0cd01,,kept,32,
En_2dee6e26,1991,Publication year of 'The NALCO Guide To Boiler Failure Analysis'.,True,En_2dee6e26,,kept,19,
En_ec7cd1ba,B. Dooley,Co-author of 'Boiler Tube Failures: Theory and Practice'.,True,En_ec7cd1ba,,kept,4,
En_75f0e294,W. McNaughton,Co-author of 'Boiler Tube Failures: Theory and Practice'.,True,En_75f0e294,,kept,4,
En_355dd1b2,fired heater tube materials,"Materials used in the construction of fired heater tubes, susceptible to overheating damage.",True,En_355dd1b2,,kept,98,
En_65ccad93,distortion,A deformation that can occur at low stresses as temperatures increase.,True,En_65ccad93,,kept,161,
En_6429f44c,design temperature,The maximum temperature for which a component is designed; exceeding it can cause local overheating.,True,En_6429f44c,,kept_noise_global,-1,
En_ce1f4416,loss in thickness,A condition due to corrosion that increases stress and reduces time to failure.,True,En_ce1f4416,,kept,236,
En_50adb536,ruptures,"Failures characterized by open 'fishmouth' appearances, often with thinning at the fracture surface.",True,En_50adb536,,kept_noise_global,-1,
En_7a4b35dd,thinning at the fracture surface,"Material loss at the fracture surface, often accompanying rupture failures.",True,En_7a4b35dd,,kept_noise_global,-1,
En_7675da3e,shutdowns,"Periods when operations are halted, often used for maintenance and inspections.",True,En_7675da3e,,kept,40,
En_0a75408a,nucleate boiling,Formation of discrete steam bubbles on the tube's ID surface during normal operation.,True,En_0a75408a,,kept,97,
En_f7ce7d36,heat flux,"The rate of heat energy transfer through a given surface, critical in steam generating equipment.",True,En_f7ce7d36,,kept,50,
En_b7ea5b21,pinhole leaks,Small leaks in the steam circuit that can restrict fluid flow and lead to DNB conditions.,True,En_b7ea5b21,,kept_noise_global,-1,
En_9f1c280c,dented tubes,"Deformation of tubes, often from slag falls, that can restrict fluid flow in the steam circuit.",True,En_9f1c280c,,kept_noise_global,-1,
En_bcc83917,hoop stress,"Stress in the tube wall due to internal steam pressure at elevated temperatures, leading to failure.",True,En_bcc83917,,kept_noise_global,-1,
En_f58deeb9,fired boilers,"Boilers that use combustion to generate steam, part of steam-generating units.",True,En_f58deeb9,,kept_noise_global,-1,
En_e40fb6c4,waste heat exchangers,Equipment in sulfur plants that recover heat from exhaust gases to generate steam.,True,En_e40fb6c4,,kept_noise_global,-1,
En_06e99ae7,hydrogen reformers,"Units that produce hydrogen, often using steam, part of steam-generating equipment.",True,En_06e99ae7,,kept_noise_global,-1,
En_b719db06,open burst,A type of failure characterized by fracture edges drawn to a near knife-edge.,True,En_b719db06,,kept_noise_global,-1,
En_6885e864,severe elongation of the grain structure,Microstructural change due to plastic deformation at the time of failure.,True,En_6885e864,,kept_noise_global,-1,
En_e6f5e91a,tube rupture,Failure event that quickly follows the development of a DNB condition.,True,En_e6f5e91a,,kept,62,
En_505dfd7a,burner management,Practice to minimize flame impingement and prevent DNB conditions.,True,En_505dfd7a,,kept_noise_global,-1,
En_d9c887f0,BFW treatment,Treatment to prevent conditions leading to restricted fluid flow.,True,En_d9c887f0,,kept,9,
En_97f9bdd6,visual inspection for bulging,Inspection method to detect bulging in tubes as a preventive measure.,True,En_97f9bdd6,,kept,161,
En_5fc6fcd6,caustic corrosion,"Corrosion caused by caustic substances, often associated with steam blanketing.",True,En_5fc6fcd6,,kept_noise_global,-1,
En_4b0c302a,Dissimilar Metal Weld (DMW) Cracking,Cracking occurring in the ferritic side of a weld between austenitic and ferritic materials at high temperature.,True,En_4b0c302a,,kept_noise_global,-1,
En_772918f6,thermal expansion coefficients,"Property of materials that can differ widely, affecting DMWs.",True,En_772918f6,,kept,172,
En_91300360,300 Series SS Weld Metal,"Austenitic stainless steel weld metal used in high temperature applications, which can increase stress at the weldment.",True,En_91300360,,kept_noise_global,-1,
En_d8cda1a6,austenitic stainless steel filler metal,Filler metal that significantly increases stress on the weldment.,True,En_d8cda1a6,,kept,76,
En_f8af66a8,nickel base filler metal,"Filler metal with thermal expansion closer to carbon steel, reducing stress at high temperatures.",True,En_f8af66a8,,kept,76,
En_3fef1ed4,carbon diffusion,Movement of carbon from the ferritic material into the weld metal at elevated temperatures.,True,En_3fef1ed4,,kept_noise_global,-1,
En_b55221f8,sulfide stress cracking,"A form of environmental cracking caused by the presence of sulfides, leading to material failure.",True,En_b55221f8,,kept_noise_global,-1,
En_cb24e710,hydrogen stress cracking,"Cracking due to hydrogen embrittlement, often occurring in high hardness zones.",True,En_cb24e710,,kept,138,
En_38ecc8d0,liquid ash corrosion,"Corrosion accelerated by liquid ash in certain environments, affecting weld integrity.",True,En_38ecc8d0,,kept_noise_global,-1,
En_a3f5385f,stress-assisted corrosion,"Corrosion process accelerated by mechanical stress, leading to faster material degradation.",True,En_a3f5385f,,kept_noise_global,-1,
En_1511eb07,ferritic heat affected zone,The area in ferritic materials near the weld that is prone to preferential corrosion.,True,En_1511eb07,,kept_noise_global,-1,
En_16df3f2e,oxide wedges,"Long, narrow oxide formations that develop parallel to the weld fusion line.",True,En_16df3f2e,,kept,15,
En_85bd103d,poor geometry of the weld,Suboptimal weld shape that can intensify stress and promote crack formation.,True,En_85bd103d,,kept_noise_global,-1,
En_5f8ef166,excessive undercut,"A welding defect where too much material is removed, increasing stress concentration.",True,En_5f8ef166,,kept_noise_global,-1,
En_3a774755,PT inspection,Penetrant testing method used to detect surface cracks in fired heater tubes.,True,En_3a774755,,kept,157,
En_4328f433,corrosion fatigue,Damage mechanism involving the combined effects of corrosion and cyclic loading.,True,En_4328f433,,kept_noise_global,-1,
En_77587e24,thermal fatigue cracking,"Cracking that occurs due to cyclic thermal stresses, often associated with thermal shock.",True,En_77587e24,,kept_noise_global,-1,
En_53be715d,differential expansion or contraction,Uneven expansion or contraction of materials leading to thermal stresses.,True,En_53be715d,,kept_noise_global,-1,
En_39af47aa,colder liquid contacts a warmer metal surface,A scenario where thermal shock can occur due to rapid temperature change.,True,En_39af47aa,,kept_noise_global,-1,
En_2a424b88,craze cracks,"Surface initiating cracks that appear as fine, interconnected lines on the material surface.",True,En_2a424b88,,kept_noise_global,-1,
En_ea243445,thermal sleeves,Devices installed to prevent liquid impingement on pressure boundary components.,True,En_ea243445,,kept,22,
En_0b8289e5,ASM Metals Handbook,"A reference book titled 'Failure Analysis and Prevention,' Volume 11, published by ASM International.",True,En_0b8289e5,,kept,213,
En_abd85f1d,refractories,"Materials affected by erosion and erosion-corrosion, including all refractories.",True,En_abd85f1d,,kept,94,
En_ae5ff2c2,abrasive wear,A form of pure erosion where mechanical removal occurs without corrosion.,True,En_ae5ff2c2,,kept_noise_global,-1,
En_58d2f30c,metal loss rates,"Rates at which metal is lost due to erosion and corrosion, influenced by velocity and concentration of impacting medium.",True,En_58d2f30c,,kept,135,
En_3bfe1aff,impacting medium,"Medium such as particles, liquids, droplets, slurries, or two-phase flow that impacts surfaces causing erosion.",True,En_3bfe1aff,,kept_noise_global,-1,
En_cf7d55b9,copper and aluminum alloys,Softer alloys prone to severe metal loss under high velocity conditions due to mechanical damage.,True,En_cf7d55b9,,kept,183,
En_8c03ed9c,high velocity conditions,Conditions under which softer alloys may experience severe metal loss due to mechanical damage.,True,En_8c03ed9c,,kept,64,
En_af1f04c3,threshold velocity,The velocity above which impacting objects may cause significant erosion in a given environment-material combination.,True,En_af1f04c3,,kept,64,
En_77aa7083,metal loss,Removal of metal from the surface as dissolved ions or solid corrosion products.,True,En_77aa7083,,kept,135,
En_38b258fc,corrosivity,Factors like temperature and pH that increase the environment's ability to cause corrosion.,True,En_38b258fc,,kept_noise_global,-1,
En_ec152432,temperature,A factor that can contribute to the increase in corrosivity of the environment.,True,En_ec152432,,kept_noise_global,-1,
En_5a31c600,pH,A measure of acidity or alkalinity that affects the corrosivity of the environment.,True,En_5a31c600,,kept_noise_global,-1,
En_68b52939,catalyst,Substance that can contribute to erosion or erosion-corrosion when in contact with equipment.,True,En_68b52939,,kept_noise_global,-1,
En_6253f1a3,catalyst movement,Movement of catalyst in FCC reactor/regenerator systems causing damage.,True,En_6253f1a3,,kept_noise_global,-1,
En_9381cfb9,catalyst handling equipment,"Equipment such as valves, cyclones, and piping involved in handling catalysts.",True,En_9381cfb9,,kept_noise_global,-1,
En_63f149ab,slurry piping,"Piping used for transporting slurry, subject to erosion.",True,En_63f149ab,,kept_noise_global,-1,
En_ac3961bc,coke handling equipment,"Equipment used in delayed and fluidized bed cokers, subject to wear.",True,En_ac3961bc,,kept_noise_global,-1,
En_22552acc,pumps,Rotating equipment subject to wear in refineries.,True,En_22552acc,,kept_noise_global,-1,
En_959d3f01,compressors,Rotating equipment in refineries subject to wear.,True,En_959d3f01,,kept_noise_global,-1,
En_5c23ee6b,hydroprocessing reactor effluent piping,Piping subject to erosion-corrosion by ammonium bisulfide.,True,En_5c23ee6b,,kept_noise_global,-1,
En_a0c241ae,crude and vacuum unit piping and vessels,"Piping and vessels exposed to naphthenic acids, subject to erosion-corrosion.",True,En_a0c241ae,,kept_noise_global,-1,
En_5d4a31d8,naphthenic acids,Acids in crude oils causing severe erosion-corrosion metal loss.,True,En_5d4a31d8,,kept,68,
En_1339c0bb,directional pattern,"Losses often exhibit a directional pattern, indicating a specific wear or damage orientation.",True,En_1339c0bb,,kept_noise_global,-1,
En_061799d4,failures,Failures can occur in a relatively short time due to erosion or erosion-corrosion.,True,En_061799d4,,kept_noise_global,-1,
En_ff66b37e,pipe diameter,Increasing the pipe diameter can decrease velocity and reduce erosion.,True,En_ff66b37e,,kept_noise_global,-1,
En_5cce572c,streamlining bends,Streamlining bends in piping to reduce impingement and erosion.,True,En_5cce572c,,kept_noise_global,-1,
En_24e1e658,wall thickness,Increasing the wall thickness can help mitigate erosion.,True,En_24e1e658,,kept,52,
En_b3b0cf62,replaceable impingement baffles,"Baffles used to reduce impingement and erosion, designed to be replaceable.",True,En_b3b0cf62,,kept_noise_global,-1,
En_29978c1d,addition of inhibitors,Adding inhibitors to the process environment to reduce corrosivity.,True,En_29978c1d,,kept_noise_global,-1,
En_d7a8b74c,impingement plates,Components used in heat exchangers to minimize erosion by redirecting flow.,True,En_d7a8b74c,,kept_noise_global,-1,
En_a5f34f10,tube ferrules,Components occasionally used in heat exchangers to minimize erosion.,True,En_a5f34f10,,kept_noise_global,-1,
En_f7c43b3f,higher molybdenum containing alloys,Alloys with increased molybdenum content used to resist naphthenic acid corrosion.,True,En_f7c43b3f,,kept_noise_global,-1,
En_be2c74c2,fretting,A wear process that occurs at the contact area between two materials under load and subject to minute relative motion.,True,En_be2c74c2,,kept_noise_global,-1,
En_a2d70b52,vapor bubbles,Tiny bubbles formed in a liquid that collapse and cause cavitation damage.,True,En_a2d70b52,,kept,91,
En_0ba4b41a,brass,"An alloy of copper and zinc, affected by cavitation.",True,En_0ba4b41a,,kept,116,
En_e8131c14,cast iron,A type of iron-carbon alloy affected by cavitation.,True,En_e8131c14,,kept_noise_global,-1,
En_0ce7e2e2,net positive suction head required,The minimum head needed to prevent cavitation at a given flowrate with a specific liquid.,True,En_0ce7e2e2,,kept,5,
En_d4f085a5,temperatures approaching the boiling point,Higher temperatures that increase the likelihood of vapor bubble formation in a liquid.,True,En_d4f085a5,,kept_noise_global,-1,
En_6b71c0c5,solid or abrasive particles,Particles that are not required for cavitation damage but can accelerate the damage process.,True,En_6b71c0c5,,kept_noise_global,-1,
En_6a983aa2,heat exchanger tubes,Components in equipment that can be affected by cavitation damage.,True,En_6a983aa2,,kept,100,
En_6b5fb747,venturis,Equipment components that can experience cavitation damage.,True,En_6b5fb747,,kept_noise_global,-1,
En_2f2c01b8,seals and bearings,Rotational components that may suffer from cavitation damage.,True,En_2f2c01b8,,kept,99,
En_5bcf9fed,impellers,Rotational components in equipment that can be damaged by cavitation.,True,En_5bcf9fed,,kept,99,
En_5872f9c2,localized low-pressure zones,Areas where cavitation damage occurs due to pressure falling below vapor pressure.,True,En_5872f9c2,,kept_noise_global,-1,
En_919bb49d,vapor pressure,Pressure at which liquid turns to vapor; critical in preventing cavitation.,True,En_919bb49d,,kept_noise_global,-1,
En_4e72fe56,increase the suction pressure,Raising the pressure at the pump suction to prevent cavitation.,True,En_4e72fe56,,kept,5,
En_5b7674b0,use of harder and/or more corrosion resistant alloys,Employing alloys that are harder and more resistant to corrosion to mitigate cavitation.,True,En_5b7674b0,,kept,191,
En_9da3a8bd,corrosion scale,A protective layer that forms on materials to prevent further corrosion.,True,En_9da3a8bd,,kept_noise_global,-1,
En_bf5ded3d,higher hardness material,Materials with increased hardness that may not improve cavitation resistance due to lack of toughness.,True,En_bf5ded3d,,kept_noise_global,-1,
En_ae08cd26,cavitating pumps,"Pumps experiencing cavitation, often sounding like pebbles being thrashed around inside.",True,En_ae08cd26,,kept_noise_global,-1,
En_148a1e95,acoustic monitoring,Technique to detect characteristic sound frequencies in turbulent areas for cavitation detection.,True,En_148a1e95,,kept_noise_global,-1,
En_77725520,external UT,Ultrasonic testing used externally to monitor for loss in thickness due to cavitation.,True,En_77725520,,kept,59,
En_2efd8777,external RT,Radiographic testing used externally to monitor for loss in thickness due to cavitation.,True,En_2efd8777,,kept,59,
En_4522b20e,ASM Metals Handbook,"A reference book titled 'Evaluation of Erosion and Cavitation' in the Corrosion series, Volume 13.",True,En_4522b20e,,kept,213,
En_0ad7e1b9,C.P. Dillon,"Author of 'Corrosion Control in the Chemical Process Industries', published by MTI and printed by NACE in 1994.",True,En_0ad7e1b9,,kept_noise_global,-1,
En_ef69b357,V.R. Pludek,"Author of 'Design and Corrosion Control', a reference on corrosion management.",True,En_ef69b357,,kept_noise_global,-1,
En_a2aa4994,1979,Publication year of 'Design and Corrosion Control' by Pludek.,True,En_a2aa4994,,kept_noise_global,-1,
En_dfe49db1,mechanical loading,A source of cyclical stresses that can lead to fatigue cracking in materials.,True,En_dfe49db1,,kept,197,
En_0b133e17,thermal cycling,Temperature fluctuations that contribute to cyclical stresses and potential fatigue cracking.,True,En_0b133e17,,kept,227,
En_f2331287,engineering alloys,"Materials susceptible to fatigue cracking under cyclical stresses, with varying stress levels and cycles for failure.",True,En_f2331287,,kept,189,
En_5358fbf2,component design for fatigue resistance,"The design of a component, crucial for determining resistance to fatigue cracking.",True,En_5358fbf2,,modified,41,
En_7df46204,surface features,Common features on a component's surface that can initiate fatigue cracks.,True,En_7df46204,,kept_noise_global,-1,
En_a8686e60,endurance limit,"The stress level below which fatigue cracking does not occur, regardless of cycle number.",True,En_a8686e60,,kept_noise_global,-1,
En_85f1d83b,Ultimate Tensile Strength (UTS),The maximum stress a material can withstand while being stretched or pulled before necking.,True,En_85f1d83b,,kept,163,
En_a1bbc556,discontinuities,Interruptions in the material structure that can act as stress concentrators.,True,En_a1bbc556,,kept,80,
En_c4d08334,heat treatment,A process used to alter the physical and sometimes chemical properties of a material.,True,En_c4d08334,,kept,185,
En_8e712aa3,finer grained microstructures,Microstructures with smaller grain sizes that generally enhance material properties.,True,En_8e712aa3,,kept,150,
En_da99e338,coarse grained microstructures,Microstructures with larger grain sizes that may reduce material performance.,True,En_da99e338,,kept,150,
En_2ac9d95b,fatigue fracture,"Fracture occurring under cyclical loading over time, regardless of stress amplitude.",True,En_2ac9d95b,,kept_noise_global,-1,
En_db550dce,maximum cyclical stress amplitude,The highest stress amplitude in a cycle that a component can withstand before fracture.,True,En_db550dce,,kept_noise_global,-1,
En_4b7e1c3d,desired number of cycles,The target number of stress cycles a component is designed to endure in its lifetime.,True,En_4b7e1c3d,,kept,44,
En_55812d2e,resonance,"A phenomenon that can produce cyclical loads in small components, affecting design considerations.",True,En_55812d2e,,kept_noise_global,-1,
En_97233d6e,steam reducing stations,Stations that can cause serious vibration problems in connected piping.,True,En_97233d6e,,kept_noise_global,-1,
En_40fcc1d1,vibration problems,Serious issues in connected piping caused by high pressure drop control valves or steam reducing stations.,True,En_40fcc1d1,,kept_noise_global,-1,
En_299158b8,fatigue failure,A failure characterized by a 'clam shell' type fingerprint with concentric rings called 'beach marks'.,True,En_299158b8,,kept_noise_global,-1,
En_ad57db5d,concentric cracks,Cracks that propagate in a concentric pattern until failure due to overload occurs.,True,En_ad57db5d,,kept_noise_global,-1,
En_9d7c1644,overload failure,Failure that occurs when the cross-sectional area is reduced by crack propagation.,True,En_9d7c1644,,kept_noise_global,-1,
En_b747c4fa,cyclical overstress,"Stress that exceeds the yield strength of a component, causing fatigue failure.",True,En_b747c4fa,,kept,197,
En_f350e79e,multiple nucleation sites,Multiple points of crack initiation due to microscopic yielding above yield strength.,True,En_f350e79e,,kept_noise_global,-1,
En_331052f4,microscopic yielding,Yielding that occurs at a microscopic level when cycled above yield strength.,True,En_331052f4,,kept,159,
En_75f49ff1,burrs or lips,Protrusions caused by machining that should be removed to prevent fatigue cracking.,True,En_75f49ff1,,kept_noise_global,-1,
En_9e0d6ba6,low stress stamps,Marking tools designed to minimize stress concentration and prevent fatigue cracking.,True,En_9e0d6ba6,,kept_noise_global,-1,
En_2d62df72,NDE techniques,"Non-destructive evaluation methods like PT, MT, and SWUT used to detect fatigue cracks.",True,En_2d62df72,,kept_noise_global,-1,
En_9f9d00f5,vibration monitoring,"Technique to detect imbalance in rotating equipment, preventing fatigue cracking.",True,En_9f9d00f5,,kept_noise_global,-1,
En_dd1d559e,high cycle fatigue,"Fatigue where crack initiation can consume most of the fatigue life, complicating detection.",True,En_dd1d559e,,kept_noise_global,-1,
En_5754b814,Fracture and Fatigue Control in Structures,A reference book by J.M. Barsom and S.T. Rolfe on controlling fracture and fatigue in structures.,True,En_5754b814,,kept_noise_global,-1,
En_5617610a,J.M. Barsom,"Co-author of 'Fracture and Fatigue Control in Structures', associated with the American Society for Testing and Materials.",True,En_5617610a,,kept_noise_global,-1,
En_afde2824,Thermo-mechanical Fatigue Behavior of Materials,"A study on the behavior of materials under thermo-mechanical fatigue, published by ASTM.",True,En_afde2824,,kept,226,
En_ad5e50c6,"West Conshohocken, PA",Location of the American Society for Testing and Materials.,True,En_ad5e50c6,,kept_noise_global,-1,
En_6a54b524,thermo-mechanical fatigue,A type of fatigue behavior in materials influenced by both thermal and mechanical loading.,True,En_6a54b524,,kept,226,
En_1e7fc378,ASM International,"A professional organization for materials scientists and engineers, known for publishing technical books and manuals.",True,En_1e7fc378,,kept_noise_global,-1,
En_312ed33f,Corrosion in the Petrochemical Industry,"A book discussing corrosion issues within the petrochemical industry, published by ASM International.",True,En_312ed33f,,kept,222,
En_5c25bd80,ASM International,An organization that published 'Corrosion in the Petrochemical Industry'.,True,En_5c25bd80,,kept_noise_global,-1,
En_1c738b79,1995,The year of publication for 'Corrosion in the Petrochemical Industry'.,True,En_1c738b79,,kept,19,
En_5f352b4e,engineering materials,"Materials used in engineering applications, all of which can be affected by vibration-induced fatigue.",True,En_5f352b4e,,kept,189,
En_f3c51c3b,amplitude and frequency of vibration,Key factors influencing the likelihood of vibration-induced fatigue in components.,True,En_f3c51c3b,,kept_noise_global,-1,
En_d381ab64,natural frequency,The frequency at which a system tends to oscillate in the absence of any driving or damping force.,True,En_d381ab64,,kept_noise_global,-1,
En_bd20406b,design,The process of planning and creating structures to reduce vibration-induced fatigue.,True,En_bd20406b,,kept,41,
En_132be044,supports,Structural elements used to stabilize components and reduce vibration.,True,En_132be044,,kept,37,
En_33080bca,vortex shedding,A fluid flow phenomenon that can cause vibrations in structures.,True,En_33080bca,,kept_noise_global,-1,
En_8f40cb1d,safety valves,"Valves designed to release pressure, susceptible to vortex shedding.",True,En_8f40cb1d,,kept,26,
En_e04279c1,side branch sizing,Technique to minimize vortex shedding by adjusting branch dimensions.,True,En_e04279c1,,kept_noise_global,-1,
En_5574ef8f,anchors,Devices used to fix vibrating sections and shift vibration effects.,True,En_5574ef8f,,kept_noise_global,-1,
En_8dd512f6,special studies,Investigations required before providing anchors or dampeners.,True,En_8dd512f6,,kept_noise_global,-1,
En_73167b44,pipe movement,Movement of pipes that can indicate vibration or instability in the system.,True,En_73167b44,,kept_noise_global,-1,
En_7f048d03,fittings,Components used to connect sections of pipe or tube in a piping system.,True,En_7f048d03,,kept_noise_global,-1,
En_7581b15b,intermittent vibrating conditions,"Vibrations that occur sporadically, often during transient conditions.",True,En_7581b15b,,kept_noise_global,-1,
En_0a4ee473,EPRI NP-5775,"Final report on environmental effects on components, published by EPRI in 1998.",True,En_0a4ee473,,kept,3,
En_3a99ce52,December 2003,The publication date of the API Recommended Practice 571 document.,True,En_3a99ce52,,kept_noise_global,-1,
En_7366ab82,API Recommended Practice 571,A document providing guidelines on damage mechanisms affecting equipment in the refining industry.,True,En_7366ab82,,kept,34,
En_041c8a7f,thermal insulating refractories,"Refractories designed to provide thermal insulation, susceptible to mechanical damage and corrosion.",True,En_041c8a7f,,kept,94,
En_faa8dff5,spalling,A mechanical damage mechanism where layers of material break off.,True,En_faa8dff5,,kept_noise_global,-1,
En_e2e40dfb,insulating ceramic fibers,"Refractory materials used for insulation, prone to mechanical and chemical damage.",True,En_e2e40dfb,,kept,94,
En_9d18186e,castables,"Refractory materials that can be cast into shapes, susceptible to damage.",True,En_9d18186e,,kept,94,
En_e3e80daf,refractory brick,"Bricks made of refractory materials, used in high-temperature environments.",True,En_e3e80daf,,kept,94,
En_84d0135e,plastic refractories,"Refractory materials that can be molded, used in high-temperature applications.",True,En_84d0135e,,kept,94,
En_70f23bd0,IR survey,Infrared survey of cold-wall equipment onstream to monitor for hot spots indicating refractory damage.,True,En_70f23bd0,,kept_noise_global,-1,
En_44e4bea9,hot spots,Areas of elevated temperature on equipment surfaces indicating potential refractory damage.,True,En_44e4bea9,,kept_noise_global,-1,
En_f2ab2487,flue gas dew point corrosion,"Corrosion occurring when flue gases cool below their dew point, leading to acid formation.",True,En_f2ab2487,,kept_noise_global,-1,
En_6fecb4e9,chemical composition,The makeup of a material defined by the elements and their proportions.,True,En_6fecb4e9,,kept,126,
En_166bb536,impurity elements,Unwanted elements in a material that can affect its properties.,True,En_166bb536,,kept,38,
En_6603c3ca,residual stresses,Stresses remaining in a material after fabrication processes like welding.,True,En_6603c3ca,,kept_noise_global,-1,
En_60006443,cold working,A process of strengthening metals through plastic deformation at low temperatures.,True,En_60006443,,kept_noise_global,-1,
En_2e7b706a,welding,"A fabrication process that joins materials, usually metals, by causing coalescence.",True,En_2e7b706a,,kept,123,
En_a0043488,section thickness,"The thickness of a material section, influencing its stress state and restraint.",True,En_a0043488,,kept,65,
En_b72284a7,weld metal strength,"The strength of the metal used in welding, affecting joint integrity.",True,En_b72284a7,,kept,124,
En_c570214a,base metal strength,The strength of the original metal before any welding or fabrication.,True,En_c570214a,,kept,124,
En_9a877752,heat treating conditions,The specific conditions under which a material is heat treated to alter its properties.,True,En_9a877752,,kept,185,
En_617a66d0,nozzle welds,"Welded joints at the nozzle of a vessel, susceptible to reheat cracking due to high restraint.",True,En_617a66d0,,kept,93,
En_6db53a12,heavy wall piping,"Thick-walled pipes used in industrial applications, vulnerable to reheat cracking.",True,En_6db53a12,,kept_noise_global,-1,
En_c5eec169,HSLA steels,High-strength low-alloy steels that are very susceptible to reheat cracking.,True,En_c5eec169,,kept_noise_global,-1,
En_9640298f,heavy wall sections,Thick sections of material that require careful design to minimize welding restraint.,True,En_9640298f,,kept_noise_global,-1,
En_05dfd53a,restraint,A condition that can increase susceptibility to reheat cracking during welding and PWHT.,True,En_05dfd53a,,kept_noise_global,-1,
En_5e491339,preheat,Application of heat before welding to reduce thermal gradients and minimize cracking risk.,True,En_5e491339,,kept_noise_global,-1,
