canonical_id,canonical_name,member_id,member_name,member_desc,member_type,confidence_score,_cluster_id,resolved_action,resolution_rationale
Can_9cbb178e,creep damage,En_a40753cc,creep damage,"Long term deformation of materials under high temperature and stress, leading to bulging and potential fracture.",DamageMechanism,0.95,85,merged,"All entities describe 'creep damage' as damage to materials due to high temperature and stress, with similar descriptions of deformation and microvoid formation, indicating they refer to the same concept."
Can_9cbb178e,creep damage,En_b16c2339,creep damage,Irreversible damage to materials due to prolonged exposure to high temperatures and stress.,DamageMechanism,0.95,85,merged,"All entities describe 'creep damage' as damage to materials due to high temperature and stress, with similar descriptions of deformation and microvoid formation, indicating they refer to the same concept."
Can_9cbb178e,creep damage,En_cc4bfe69,creep damage,"Damage to materials due to prolonged exposure to high stress and temperature, leading to deformation and cracking.",DamageMechanism,0.9,85,merged,"All entities describe 'creep damage' as damage to materials due to high temperature and stress, with similar descriptions of deformation and microvoid formation, indicating they refer to the same concept."
Can_9cbb178e,creep damage,En_1a3e2bcb,creep damage,"Damage characterized by microvoid formation, fissuring, and dimensional changes in materials under stress.",DamageMechanism,0.95,85,merged,"All entities describe 'creep damage' as damage to materials due to high temperature and stress, with similar descriptions of deformation and microvoid formation, indicating they refer to the same concept."
Can_f21093b1,low creep ductility,En_04374997,low creep ductility,Condition where materials exhibit little deformation before failure under creep conditions.,MaterialProperty,0.9,81,merged,"All three entities describe the same condition of limited deformation before failure under creep conditions, with similar descriptions and type hints, indicating they refer to the same concept."
Can_f21093b1,low creep ductility,En_8a62cb0f,low creep ductility,A condition where materials exhibit limited deformation before failure under creep conditions.,DamageMechanism,0.9,81,merged,"All three entities describe the same condition of limited deformation before failure under creep conditions, with similar descriptions and type hints, indicating they refer to the same concept."
Can_f21093b1,low creep ductility,En_7cdb8252,low creep ductility,A condition where materials exhibit limited deformation before failure under creep conditions.,DamageMechanism,0.85,81,merged,"All three entities describe the same condition of limited deformation before failure under creep conditions, with similar descriptions and type hints, indicating they refer to the same concept."
Can_9ae196d6,bulging,En_7c37e543,bulging,Significant deformation observed in heater tubes due to long term creep damage.,Symptom,0.85,64,merged,"Both entities describe bulging as a symptom of long-term creep damage in heater tubes, with similar descriptions and contexts."
Can_9ae196d6,bulging,En_d30184f2,bulging,Significant deformation of heater tubes due to long term creep damage before final fracture.,Symptom,0.9,64,merged,"Both entities describe bulging as a symptom of long-term creep damage in heater tubes, with similar descriptions and contexts."
Can_62914c2a,destructive sampling,En_1b714957,destructive sampling,A method involving the removal and testing of material samples to confirm damage.,InspectionMethod,0.9,6,merged,"Both entities refer to the same inspection method involving the removal and analysis of material samples to confirm damage, with similar descriptions and context."
Can_62914c2a,destructive sampling,En_81852466,destructive sampling,A method used to confirm damage by physically removing and analyzing material samples.,InspectionMethod,0.95,6,merged,"Both entities refer to the same inspection method involving the removal and analysis of material samples to confirm damage, with similar descriptions and context."
Can_8919636f,metallographic examination,En_550bbe5e,metallographic examination,The study of the microstructure of metals using microscopy to confirm damage.,InspectionMethod,0.9,6,merged,"Both entities describe the same inspection technique involving microscopic analysis of metal samples to confirm damage, with consistent descriptions and context."
Can_8919636f,metallographic examination,En_f03b708e,metallographic examination,Inspection technique involving microscopic analysis of metal samples to confirm damage.,InspectionMethod,0.95,6,merged,"Both entities describe the same inspection technique involving microscopic analysis of metal samples to confirm damage, with consistent descriptions and context."
Can_7eaec38c,visual inspection,En_5b123b7f,visual inspection,A non-destructive examination method involving the visual assessment of components.,InspectionMethod,0.9,16,merged,"These entities all describe the general method of visual inspection, despite slight variations in context and application."
Can_7eaec38c,visual inspection,En_cac6860f,visual inspection,Inspection method used to detect cracks forming from the outside of fired heater tubes.,InspectionMethod,0.85,16,merged,"These entities all describe the general method of visual inspection, despite slight variations in context and application."
Can_7eaec38c,visual inspection,En_5bf3de34,visual inspection,A method of examining equipment visually during shutdowns to detect signs of damage.,InspectionMethod,0.95,16,merged,"These entities all describe the general method of visual inspection, despite slight variations in context and application."
Can_7eaec38c,visual inspection,En_1a24c8b8,visual inspection,A method for detecting galvanic corrosion by visually examining the surface for signs of damage.,InspectionMethod,0.95,16,merged,"These entities all describe the general method of visual inspection, despite slight variations in context and application."
Can_9d8b7dec,reheat cracking,En_5dd8fe3c,reheat cracking,"A mechanism found in heavy wall equipment, related to thermal cycling and stress.",DamageMechanism,0.9,102,merged,"All entities describe reheat cracking, with overlapping descriptions and contexts, indicating they refer to the same damage mechanism."
Can_9d8b7dec,reheat cracking,En_1c9a9c84,reheat cracking,Cracking of metal due to stress relaxation during PWHT or in service at elevated temperatures.,DamageMechanism,0.95,102,merged,"All entities describe reheat cracking, with overlapping descriptions and contexts, indicating they refer to the same damage mechanism."
Can_9d8b7dec,reheat cracking,En_12d98196,reheat cracking,Cracking due to stress relaxation during PWHT or in service at elevated temperatures.,DamageMechanism,0.95,102,merged,"All entities describe reheat cracking, with overlapping descriptions and contexts, indicating they refer to the same damage mechanism."
Can_9d8b7dec,reheat cracking,En_75789b10,reheat cracking,A type of cracking that occurs in austenitic stainless steels and Ni base alloys.,DamageMechanism,0.95,102,merged,"All entities describe reheat cracking, with overlapping descriptions and contexts, indicating they refer to the same damage mechanism."
Can_d03cc077,"Washington, D.C.",En_131d2a6b,"Washington, D.C.",The location of the American Petroleum Institute's headquarters.,Location,0.9,12,merged,"Both entities refer to Washington, D.C., with consistent descriptions as the location of the American Petroleum Institute."
Can_d03cc077,"Washington, D.C.",En_9bca92fd,"Washington, D.C.","The capital city of the United States, mentioned as the location of the American Petroleum Institute.",Location,0.9,12,merged,"Both entities refer to Washington, D.C., with consistent descriptions as the location of the American Petroleum Institute."
Can_cc222a28,startup and shutdown,En_c4b72f25,startup and shutdown,Operational phases that increase susceptibility to thermal fatigue in equipment.,OperationalConstraint,0.85,19,merged,"Both entities describe startup and shutdown phases that increase susceptibility to thermal fatigue, with similar descriptions and contexts."
Can_cc222a28,startup and shutdown,En_db3c4759,startup and shutdown,Operational phases that increase susceptibility to thermal fatigue due to temperature changes.,OperationalConstraint,0.9,19,merged,"Both entities describe startup and shutdown phases that increase susceptibility to thermal fatigue, with similar descriptions and contexts."
Can_588d106c,steam generating equipment,En_baa05733,steam generating equipment,"Equipment used for generating steam, prone to thermal fatigue at rigid attachments.",ProcessUnit,0.85,105,merged,"These entities all describe equipment used for steam generation, with overlapping descriptions and contexts, indicating they refer to the same concept."
Can_588d106c,steam generating equipment,En_661e2e21,steam generating equipment,"Equipment used to produce steam, often subject to thermal fatigue cracking.",ProcessUnit,0.9,105,merged,"These entities all describe equipment used for steam generation, with overlapping descriptions and contexts, indicating they refer to the same concept."
Can_588d106c,steam generating equipment,En_dbc3ac28,steam-generating units,Equipment such as fired boilers and waste heat exchangers used in steam generation.,ProcessUnit,0.95,105,merged,"These entities all describe equipment used for steam generation, with overlapping descriptions and contexts, indicating they refer to the same concept."
Can_e114efd4,Combustion Fossil Power Systems,En_4358b898,Combustion Fossil Power Systems,"A reference book on fossil power systems, Third Edition by Combustion Engineering, published in 1981.",ReferenceMaterial,0.95,17,merged,"These entities all refer to the same reference book on combustion engineering and fossil power systems, with consistent descriptions and publication details."
Can_e114efd4,Combustion Fossil Power Systems,En_541c0b77,Combustion Fossil Power Systems,"A book on combustion engineering and fossil power systems, third edition, published in 1981.",Publication,0.95,17,merged,"These entities all refer to the same reference book on combustion engineering and fossil power systems, with consistent descriptions and publication details."
Can_e114efd4,Combustion Fossil Power Systems,En_5ddb07d1,Combustion Fossil Power Systems,"A reference book on combustion engineering and fossil power systems, third edition, published by Combustion Engineering.",ReferenceMaterial,0.95,17,merged,"These entities all refer to the same reference book on combustion engineering and fossil power systems, with consistent descriptions and publication details."
Can_5510533d,Defects and Failures In Pressure Vessels and Piping,En_88653857,Defects And Failures In Pressure Vessels and Piping,"A reference book by H. Thielsch on defects and failures in pressure vessels and piping, published by Krieger Publishing Co. in 1977.",ReferenceMaterial,0.95,40,merged,"All entities refer to the same book by H. Thielsch, with minor variations in description and type hint."
Can_5510533d,Defects and Failures In Pressure Vessels and Piping,En_aa3e3708,Defects And Failures In Pressure Vessels and Piping,"A book by H. Thielsch discussing defects and failures in pressure vessels and piping, published by Krieger Publishing Co.",Publication,0.95,40,merged,"All entities refer to the same book by H. Thielsch, with minor variations in description and type hint."
Can_5510533d,Defects and Failures In Pressure Vessels and Piping,En_2455476a,Defects and Failures In Pressure Vessels and Piping,"A book by H. Thielsch discussing defects and failures in pressure vessels and piping, published by Krieger Co.",ReferenceMaterial,0.95,40,merged,"All entities refer to the same book by H. Thielsch, with minor variations in description and type hint."
Can_5510533d,Defects and Failures In Pressure Vessels and Piping,En_b887fb6c,Defects and Failures In Pressure Vessels and Piping,"A book discussing defects and failures in pressure vessels and piping, published by Krieger Co., NY, 1977.",Publication,0.95,40,merged,"All entities refer to the same book by H. Thielsch, with minor variations in description and type hint."
Can_2d5f0bab,Krieger Publishing Co.,En_81cafcde,Krieger Publishing Co.,The publisher of the book 'Defects And Failures In Pressure Vessels and Piping'.,Publisher,0.9,32,merged,"All entities refer to the same publishing company located in NY, known for publishing the same book, with slight variations in name and description."
Can_2d5f0bab,Krieger Publishing Co.,En_0f978d9b,Krieger Publishing Co.,"A publishing company based in NY, known for publishing technical and scientific literature.",Organization,0.9,32,merged,"All entities refer to the same publishing company located in NY, known for publishing the same book, with slight variations in name and description."
Can_2d5f0bab,Krieger Publishing Co.,En_c1d362e9,Krieger Publishing Co.,"Publishing company based in NY, known for publishing works on pressure vessels and piping.",Publisher,0.95,32,merged,"All entities refer to the same publishing company located in NY, known for publishing the same book, with slight variations in name and description."
Can_2d5f0bab,Krieger Publishing Co.,En_5839162e,Krieger Co.,Publisher of the book 'Defects and Failures In Pressure Vessels and Piping'.,Publisher,0.9,32,merged,"All entities refer to the same publishing company located in NY, known for publishing the same book, with slight variations in name and description."
Can_2d5f0bab,Krieger Publishing Co.,En_f4b84a74,Krieger Co.,"Publisher of 'Defects and Failures In Pressure Vessels and Piping,' located in NY.",Publisher,0.9,32,merged,"All entities refer to the same publishing company located in NY, known for publishing the same book, with slight variations in name and description."
Can_0b19e171,R.D. Port,En_73a80aa1,R.D. Port,Co-author of 'The NALCO Guide To Boiler Failure Analysis'.,Author,0.95,56,merged,"These entities refer to the same co-author of the same book, with consistent details across descriptions."
Can_0b19e171,R.D. Port,En_e50c44fc,R.D. Port,"Co-author of 'The NALCO Guide To Boiler Failure Analysis,' published by McGraw Hill.",Author,0.95,56,merged,"These entities refer to the same co-author of the same book, with consistent details across descriptions."
Can_0b19e171,R.D. Port,En_9950a185,R.D. Port,"Co-author of 'The NALCO Guide to Boiler Failure Analysis,' published by McGraw-Hill, NY, 1991.",Author,0.95,56,merged,"These entities refer to the same co-author of the same book, with consistent details across descriptions."
Can_ec2fa4cb,The NALCO Guide to Boiler Failure Analysis,En_42056de4,The NALCO Guide To Boiler Failure Analysis,A book on boiler failure analysis published by McGraw Hill in 1991.,Publication,0.95,30,merged,"All entities refer to the same book with consistent authorship, publication details, and content focus, despite minor variations in name capitalization and type hint."
Can_ec2fa4cb,The NALCO Guide to Boiler Failure Analysis,En_f993fb27,The NALCO Guide To Boiler Failure Analysis,"A guidebook on boiler failure analysis, authored by R.D. Port and H.M. Herro.",Book,0.95,30,merged,"All entities refer to the same book with consistent authorship, publication details, and content focus, despite minor variations in name capitalization and type hint."
Can_ec2fa4cb,The NALCO Guide to Boiler Failure Analysis,En_b9ea9858,The NALCO Guide To Boiler Failure Analysis,"A guidebook on boiler failure analysis authored by Port and H.M. Herro, published by McGraw Hill in 1991.",Publication,0.95,30,merged,"All entities refer to the same book with consistent authorship, publication details, and content focus, despite minor variations in name capitalization and type hint."
Can_ec2fa4cb,The NALCO Guide to Boiler Failure Analysis,En_7f070bf8,The NALCO Guide to Boiler Failure Analysis,"A guide on boiler failure analysis, authored by R.D. Port and H.M. Herro, published by McGraw-Hill, NY, 1991.",Publication,0.95,30,merged,"All entities refer to the same book with consistent authorship, publication details, and content focus, despite minor variations in name capitalization and type hint."
Can_ec2fa4cb,The NALCO Guide to Boiler Failure Analysis,En_30f9c8bb,The NALCO Guide to Boiler Failure Analysis,"A guidebook on boiler failure analysis authored by Port and H.M. Herro, published by McGraw-Hill in 1991.",Publication,0.95,30,merged,"All entities refer to the same book with consistent authorship, publication details, and content focus, despite minor variations in name capitalization and type hint."
Can_97fd737b,McGraw Hill,En_b4b70483,McGraw Hill,Publisher of 'The NALCO Guide To Boiler Failure Analysis'.,Publisher,0.95,31,merged,"All three entities refer to the same publisher, McGraw Hill, associated with the same book and location."
Can_97fd737b,McGraw Hill,En_fb6e9b00,McGraw Hill,"Publishing company based in NY, known for educational and professional publications.",Publisher,0.95,31,merged,"All three entities refer to the same publisher, McGraw Hill, associated with the same book and location."
Can_97fd737b,McGraw Hill,En_7f3b3f57,McGraw-Hill,"Publisher of 'The NALCO Guide to Boiler Failure Analysis,' located in NY.",Publisher,0.9,31,merged,"All three entities refer to the same publisher, McGraw Hill, associated with the same book and location."
Can_1b20cb44,NY,En_780c2248,NY,Location of the publisher McGraw Hill for the book 'The NALCO Guide To Boiler Failure Analysis'.,Location,0.9,31,merged,"All entities refer to the location 'NY', associated with publishers mentioned in the text."
Can_1b20cb44,NY,En_d5d58b55,NY,Location of the publisher John Wiley & Sons.,Location,0.9,31,merged,"All entities refer to the location 'NY', associated with publishers mentioned in the text."
Can_1b20cb44,NY,En_95f5ee25,NY,"Location of the publisher John Wiley & Sons, Inc.",Location,0.9,31,merged,"All entities refer to the location 'NY', associated with publishers mentioned in the text."
Can_1b20cb44,NY,En_d67ed2da,NY,"Location of the publisher John Wiley & Sons, Inc.",Location,0.9,31,merged,"All entities refer to the location 'NY', associated with publishers mentioned in the text."
Can_9c27b868,Metallurgical Failures In Fossil Fired Boilers,En_a5554e56,Metallurgical Failures In Fossil Fired Boilers,"A book discussing failures in fossil fired boilers, authored by D.N. French.",Publication,0.95,17,merged,"These entities all refer to the same book by D.N. French, with consistent descriptions and publication details."
Can_9c27b868,Metallurgical Failures In Fossil Fired Boilers,En_2de31606,Metallurgical Failures In Fossil Fired Boilers,"A book on metallurgical failures in fossil-fired boilers authored by D.N. French, published by John Wiley & Sons, Inc. in 1993.",Publication,0.95,17,merged,"These entities all refer to the same book by D.N. French, with consistent descriptions and publication details."
Can_9c27b868,Metallurgical Failures In Fossil Fired Boilers,En_ee1fd7bd,Metallurgical Failures In Fossil Fired Boilers,A book by D.N. French discussing failures in fossil-fired boilers.,Publication,0.95,17,merged,"These entities all refer to the same book by D.N. French, with consistent descriptions and publication details."
Can_9c27b868,Metallurgical Failures In Fossil Fired Boilers,En_602684c7,Metallurgical Failures in Fossil Fired Boilers,"A book by D.N. French discussing metallurgical failures in fossil-fired boilers, published by John Wiley & Sons in 1993.",Publication,0.95,17,merged,"These entities all refer to the same book by D.N. French, with consistent descriptions and publication details."
Can_3767bbb3,"John Wiley & Sons, Inc.",En_a7d33f13,John Wiley & Sons,Publishing company for 'Metallurgical Failures In Fossil Fired Boilers'.,Publisher,0.95,31,merged,"All entities refer to the same publishing company, John Wiley & Sons, with slight variations in naming conventions. The descriptions and context confirm they are the same entity."
Can_3767bbb3,"John Wiley & Sons, Inc.",En_6da3835d,"John Wiley & Sons, Inc.",Publishing company for the book 'Metallurgical Failures In Fossil Fired Boilers'.,Publisher,0.95,31,merged,"All entities refer to the same publishing company, John Wiley & Sons, with slight variations in naming conventions. The descriptions and context confirm they are the same entity."
Can_3767bbb3,"John Wiley & Sons, Inc.",En_4c6c5eed,"John Wiley & Sons, Inc.",Publishing company for the book 'Metallurgical Failures in Fossil Fired Boilers'.,Publisher,0.95,31,merged,"All entities refer to the same publishing company, John Wiley & Sons, with slight variations in naming conventions. The descriptions and context confirm they are the same entity."
Can_3767bbb3,"John Wiley & Sons, Inc.",En_97bb23df,John Wiley and Sons,Publisher of 'Metallurgical Failures in Fossil Fired Boilers'.,Publisher,0.95,31,merged,"All entities refer to the same publishing company, John Wiley & Sons, with slight variations in naming conventions. The descriptions and context confirm they are the same entity."
Can_3767bbb3,"John Wiley & Sons, Inc.",En_4ee0e0f7,John Wiley and Sons,Publishing company for the book 'Metallurgical Failures in Fossil Fired Boilers.',Publisher,0.95,31,merged,"All entities refer to the same publishing company, John Wiley & Sons, with slight variations in naming conventions. The descriptions and context confirm they are the same entity."
Can_652c592d,1993,En_fedc7e79,1993,Year of publication for 'Metallurgical Failures In Fossil Fired Boilers'.,TemporalQualifier,0.9,50,merged,"All these entities refer to the same publication year of the book 'Metallurgical Failures in Fossil Fired Boilers', including its second edition."
Can_652c592d,1993,En_38ebba81,1993,Publication year of 'Metallurgical Failures In Fossil Fired Boilers'.,TemporalQualifier,0.9,50,merged,"All these entities refer to the same publication year of the book 'Metallurgical Failures in Fossil Fired Boilers', including its second edition."
Can_652c592d,1993,En_e9ea5d8c,1993,Publication year of 'Metallurgical Failures in Fossil Fired Boilers'.,TemporalQualifier,0.9,50,merged,"All these entities refer to the same publication year of the book 'Metallurgical Failures in Fossil Fired Boilers', including its second edition."
Can_652c592d,1993,En_3f21d4e3,1993,Publication year of the second edition of 'Metallurgical Failures in Fossil Fired Boilers.',TemporalQualifier,0.9,50,merged,"All these entities refer to the same publication year of the book 'Metallurgical Failures in Fossil Fired Boilers', including its second edition."
Can_ba94681a,EPRI,En_543abac0,EPRI,"Electric Power Research Institute, a research organization based in California.",Organization,0.9,4,merged,"All entities share the same name, type, description, and context, indicating they refer to the same organization."
Can_ba94681a,EPRI,En_9dc01e2d,EPRI,"Electric Power Research Institute, a research organization based in California.",Organization,0.9,4,merged,"All entities share the same name, type, description, and context, indicating they refer to the same organization."
Can_ba94681a,EPRI,En_68edfda8,EPRI,"Electric Power Research Institute, a research organization based in California.",Organization,0.9,4,merged,"All entities share the same name, type, description, and context, indicating they refer to the same organization."
Can_ba94681a,EPRI,En_1275d8ea,EPRI,"Electric Power Research Institute, a research organization based in California.",Organization,0.9,4,merged,"All entities share the same name, type, description, and context, indicating they refer to the same organization."
Can_443bdcf0,Short Term Overheating,En_c9032c75,Short Term Overheating,Localized overheating leading to permanent deformation at low stress levels.,DamageMechanism,0.95,35,merged,"These entities all describe a rapid overheating condition leading to deformation or rupture, with similar descriptions and contexts, indicating they refer to the same concept."
Can_443bdcf0,Short Term Overheating,En_a343f527,short term overheating,"Rapid increase in temperature leading to tube rupture, often within minutes.",DamageMechanism,0.85,35,merged,"These entities all describe a rapid overheating condition leading to deformation or rupture, with similar descriptions and contexts, indicating they refer to the same concept."
Can_443bdcf0,Short Term Overheating,En_ecd251a7,short term overheating,"A rapid increase in temperature leading to tube rupture, often occurring within minutes.",DamageMechanism,0.85,35,merged,"These entities all describe a rapid overheating condition leading to deformation or rupture, with similar descriptions and contexts, indicating they refer to the same concept."
Can_443bdcf0,Short Term Overheating,En_ae7578c1,short term overheating,"A condition where rapid overheating occurs, similar to effects seen in steam blanketing.",DamageMechanism,0.85,35,merged,"These entities all describe a rapid overheating condition leading to deformation or rupture, with similar descriptions and contexts, indicating they refer to the same concept."
Can_399be121,flame impingement,En_44bd2804,flame impingement,"Direct contact of flame with material surface, causing localized overheating.",CausalHint,0.85,36,merged,"Both entities describe flame impingement as a cause of local overheating leading to stress rupture, with similar descriptions and type hints."
Can_399be121,flame impingement,En_b9565208,flame impingement,A cause of local overheating leading to stress rupture.,CausalHint,0.9,36,merged,"Both entities describe flame impingement as a cause of local overheating leading to stress rupture, with similar descriptions and type hints."
Can_032fae0a,time,En_c410f734,time,"Duration of exposure to damaging conditions, influencing time to failure.",CriticalFactor,0.9,46,merged,"Both entities describe time as a critical factor affecting time to failure under damaging conditions, with nearly identical descriptions and context."
Can_032fae0a,time,En_4a3828c0,time,"A critical factor that, along with temperature and stress, affects the time to failure.",CriticalFactor,0.95,46,merged,"Both entities describe time as a critical factor affecting time to failure under damaging conditions, with nearly identical descriptions and context."
Can_60b56c55,localized deformation,En_ddc14ad4,localized deformation,Damage characterized by bulging on the order of 3% to 10% or more.,DamageMechanism,0.9,64,merged,"Both entities describe a similar damage mechanism involving bulging and deformation due to stress and temperature, and are mentioned together in the same context."
Can_60b56c55,localized deformation,En_8479e2e7,bulging,"A form of damage where material swells outward, often due to overheating.",DamageMechanism,0.9,64,merged,"Both entities describe a similar damage mechanism involving bulging and deformation due to stress and temperature, and are mentioned together in the same context."
Can_38c2affc,Departure From Nucleate Boiling (DNB),En_b797c4e1,Departure From Nucleate Boiling (DNB),"A condition where steam bubbles coalesce into a steam blanket, leading to potential tube rupture.",DamageMechanism,0.9,90,merged,Both entities describe the same damage mechanism of Departure From Nucleate Boiling with similar descriptions and type hints.
Can_38c2affc,Departure From Nucleate Boiling (DNB),En_4c3841ad,Departure From Nucleate Boiling (DNB),"A condition where steam bubbles coalesce into a blanket, leading to potential tube rupture.",DamageMechanism,0.9,90,merged,Both entities describe the same damage mechanism of Departure From Nucleate Boiling with similar descriptions and type hints.
Can_e4466a83,fluid flow,En_bbe06d7a,fluid flow,"The movement of fluid within the steam circuit, essential for preventing DNB conditions.",OperatingCondition,0.95,93,merged,"All three entities refer to the movement of fluids and its impact on systems, with similar implications for operating conditions and potential damage mechanisms."
Can_e4466a83,fluid flow,En_dbbe0ae8,moving fluids,Fluids in motion that can cause erosion or erosion-corrosion in equipment.,OperatingCondition,0.85,93,merged,"All three entities refer to the movement of fluids and its impact on systems, with similar implications for operating conditions and potential damage mechanisms."
Can_e4466a83,fluid flow,En_8f86fa9c,unstable fluid flow,Irregular or turbulent flow of fluid that can contribute to mechanical fatigue.,OperatingCondition,0.85,93,merged,"All three entities refer to the movement of fluids and its impact on systems, with similar implications for operating conditions and potential damage mechanisms."
Can_4946bbb1,flame impingement,En_f7dbe361,flame impingement,"Direct contact of flame with the tube surface, potentially increasing heat flux beyond safe limits.",DamageMechanism,0.9,36,merged,"These entities describe flame impingement as a condition where flames directly contact surfaces, increasing heat flux and potentially causing damage, with consistent type hints."
Can_4946bbb1,flame impingement,En_1e9b065b,flame impingement,"Condition where flames directly contact the tube surface, increasing heat flux.",DamageMechanism,0.9,36,merged,"These entities describe flame impingement as a condition where flames directly contact surfaces, increasing heat flux and potentially causing damage, with consistent type hints."
Can_4946bbb1,flame impingement,En_74c318ae,flame impingement,"Occurs when flames directly contact surfaces, potentially causing damage.",DamageMechanism,0.9,36,merged,"These entities describe flame impingement as a condition where flames directly contact surfaces, increasing heat flux and potentially causing damage, with consistent type hints."
Can_f7bb7d31,Departure From Nucleate Boiling (DNB),En_a6ef7650,Departure From Nucleate Boiling (DNB),"Condition where steam blanket forms, leading to potential tube rupture.",DamageMechanism,0.95,90,merged,"Both entities describe a condition involving steam formation leading to potential tube rupture, indicating they refer to the same damage mechanism."
Can_f7bb7d31,Departure From Nucleate Boiling (DNB),En_eafb2d28,steam blanketing,"A condition where steam bubbles form a blanket, leading to potential overheating and tube rupture.",DamageMechanism,0.95,90,merged,"Both entities describe a condition involving steam formation leading to potential tube rupture, indicating they refer to the same damage mechanism."
Can_537d312b,H. Thielsch,En_c8042117,H. Thielsch,Author of the book 'Defects And Failures In Pressure Vessels and Piping'.,Person,0.9,40,merged,"All entities refer to the same author, H. Thielsch, with consistent descriptions and type hints."
Can_537d312b,H. Thielsch,En_a9009179,Thielsch,"Author of 'Defects And Failures In Pressure Vessels and Piping,' published by Krieger Publishing Co.",Author,0.95,40,merged,"All entities refer to the same author, H. Thielsch, with consistent descriptions and type hints."
Can_537d312b,H. Thielsch,En_92e245f2,H. Thielsch,Author of the book 'Defects and Failures In Pressure Vessels and Piping'.,Author,0.9,40,merged,"All entities refer to the same author, H. Thielsch, with consistent descriptions and type hints."
Can_537d312b,H. Thielsch,En_1fc06f6f,Thielsch,"Author of 'Defects and Failures In Pressure Vessels and Piping,' published by Krieger Co., NY, 1977.",Author,0.95,40,merged,"All entities refer to the same author, H. Thielsch, with consistent descriptions and type hints."
Can_7e1efbd8,Metallurgical Failures in Fossil Fired Boilers,En_2752b5a5,Metallurgical Failures in Fossil Fired Boilers,A book by D.N. French discussing failures in fossil-fired boilers.,Publication,0.95,17,merged,"All entities refer to the same book by D.N. French, with consistent descriptions and publication details."
Can_7e1efbd8,Metallurgical Failures in Fossil Fired Boilers,En_9833ed19,Metallurgical Failures in Fossil Fired Boilers,"Book discussing metallurgical failures in fossil-fired boilers, authored by D.N. French.",Publication,0.95,17,merged,"All entities refer to the same book by D.N. French, with consistent descriptions and publication details."
Can_7e1efbd8,Metallurgical Failures in Fossil Fired Boilers,En_f472214f,Metallurgical Failures in Fossil Fired Boilers,A book by D.N. French discussing failures in fossil-fired boilers.,Publication,0.95,17,merged,"All entities refer to the same book by D.N. French, with consistent descriptions and publication details."
Can_0500ba43,American Petroleum Institute,En_e1643144,American Petroleum Institute,"The organization that publishes API RP 579, located in Washington, D.C.",Organization,0.85,12,merged,"All three entities refer to the American Petroleum Institute, an organization known for publishing standards and guidelines in the oil and gas industry, and are located in Washington, D.C."
Can_0500ba43,American Petroleum Institute,En_93a16b05,American Petroleum Institute,An organization that publishes standards and guidelines for the oil and natural gas industry.,Organization,0.95,12,merged,"All three entities refer to the American Petroleum Institute, an organization known for publishing standards and guidelines in the oil and gas industry, and are located in Washington, D.C."
Can_0500ba43,American Petroleum Institute,En_19f5dae0,American Petroleum Institute,An organization that publishes standards and practices for the oil and natural gas industry.,Organization,0.95,12,merged,"All three entities refer to the American Petroleum Institute, an organization known for publishing standards and guidelines in the oil and gas industry, and are located in Washington, D.C."
Can_0c83c7dd,"Washington, D.C.",En_58ede972,"Washington, D.C.","The capital city of the United States, mentioned as the location of the American Petroleum Institute.",Location,0.95,12,merged,"Both entities refer to Washington, D.C., the capital city of the United States, and are mentioned as the location of the American Petroleum Institute."
Can_0c83c7dd,"Washington, D.C.",En_927bd4ee,"Washington, D.C.","The capital of the United States, mentioned as the location of the American Petroleum Institute.",Location,0.9,12,merged,"Both entities refer to Washington, D.C., the capital city of the United States, and are mentioned as the location of the American Petroleum Institute."
Can_cae26199,substrate hardness,En_c31dcdd0,hardness of the metal substrate,A property of metal that is not always indicative of improved resistance to erosion when corrosion is significant.,MaterialProperty,0.8,67,merged,Both entities refer to the hardness of a metal substrate and its implications for erosion resistance.
Can_cae26199,substrate hardness,En_7896c576,substrate hardness,Increasing substrate hardness using harder alloys or treatments improves erosion resistance.,MaterialProperty,0.85,67,merged,Both entities refer to the hardness of a metal substrate and its implications for erosion resistance.
Can_ea3fc779,hardfacing,En_4da16de6,hardfacing,A surface-hardening treatment to improve resistance to erosion.,MitigationAction,0.85,67,merged,"Both entities describe the same surface-hardening treatment, known as hardfacing or hard surfacing, for improving material resistance."
Can_ea3fc779,hardfacing,En_8bf81e2f,use hard surfacing,Applying a hard surface layer to resist cavitation damage.,MitigationAction,0.9,67,merged,"Both entities describe the same surface-hardening treatment, known as hardfacing or hard surfacing, for improving material resistance."
Can_6c4e028f,erosion resistant refractories,En_e8050451,erosion resistant refractories,Refractories used in cyclones and slide valves to resist erosion.,Material,0.85,9,merged,"All three entities refer to refractories designed to resist erosion, with similar descriptions and contexts, indicating they are the same material."
Can_6c4e028f,erosion resistant refractories,En_352deb79,erosion resistant refractories,Materials used in cyclones and slide valves to resist erosion effectively.,Material,0.95,9,merged,"All three entities refer to refractories designed to resist erosion, with similar descriptions and contexts, indicating they are the same material."
Can_6c4e028f,erosion resistant refractories,En_f9ad5d74,erosion resistant refractories,"Refractories that resist erosion, prone to mechanical damage and corrosion.",Material,0.9,9,merged,"All three entities refer to refractories designed to resist erosion, with similar descriptions and contexts, indicating they are the same material."
